,Name,Country,Age,Role,Batting style,Bowling style,Test Matches,ODI Matches,T20 Matches,Ipl Matches,Test Innings,ODI Innings,T20 Innings,IPL Innings,Test Runs,ODI Runs,T20 Runs,IPL Runs,Test Balls,ODI Balls,T20 Balls,IPL Balls,Test Highest,ODI Highest,T20 Highest,IPL Highest,Test Average,ODI Average,T20 Average,IPL Average,Test Strikerate,ODI Strikerate,T20 Strikerate,IPL Strikerate,Test Fours,ODI Fours,T20 Fours,IPL Fours,Test Sixes,ODI Sixes,T20 Sixes,IPL Sixes,Test Ducks,ODI Ducks,T20 Ducks,IPL Ducks,Test 50s,ODI 50S,T20 50s,IPL 50s,Test 100s,ODI 100s,T20 100s,IPL 100s,Test 200s,ODI 200s,T20 200s,IPL 200s,Test bowl balls,Test bowl runs,Test Maidens,Test Wickets,Test Economy,ODI bowl balls,ODI bowl runs,ODI Maidens,ODI Wickets,ODI Economy,T20 bowl balls,T20 bowl runs,T20 Maidens,T20 Wickets,T20 Economy,IPL bowl balls,IPL bowl runs,IPL Maidens,IPL Wickets,IPL Economy
128,Ross Taylor,Samoa,42,Batsman ,Right Handed Bat ,Right-arm offbreak,112,236,106,55,196,220,97,54,7684,8602,1954,1017,12957,10331,1611,822,290,181,63,81,44.16,47.52,25.05,25.43,59.31,83.27,121.30,123.73,932,712,124,66,55,147,72,46,14,9,6,3,35,51,7,3,19,21,0,0,3,0,0,0,99,48,3,3,2.91,42,35,0,0,5,0,0,0,0,0,12,24,0,0,12
129,Kane Williamson,New Zealand,36,Batsman ,Right Handed Bat ,Right-arm offbreak,110,175,93,79,195,167,90,77,9515,7256,2575,2128,18306,8893,2094,1694,251,148,95,89,54.06,48.37,33.01,35.47,51.98,81.60,122.98,125.62,1063,669,245,185,28,60,58,64,12,6,4,2,38,47,18,18,33,15,0,0,6,0,0,0,2151,1207,48,30,3.37,1467,1310,2,37,5.36,118,164,0,6,8.34,18,31,0,0,10.33
130,Colin Munro,New Zealand,39,Batsman ,Left Handed Bat ,Right-arm medium,1,57,65,13,2,53,62,12,15,1271,1724,177,26,1214,1102,141,15,87,109,40,7.5,24.92,31.35,14.75,57.70,104.70,156.45,125.54,3,137,132,19,0,36,107,8,1,7,5,2,0,8,11,0,0,0,3,0,0,0,0,0,108,40,4,2,2.22,552,481,1,7,5.23,118,186,0,4,9.46,12,15,0,0,7.5
131,Henry Nicholls,New Zealand,34,Batsman ,Left Handed Bat ,Right-arm offbreak,60,92,10,0,94,90,9,0,3358,2415,100,0,6542,3065,112,0,200,124,36,0,39.51,32.64,12.5,0,51.33,78.80,89.29,0,370,226,9,0,9,19,0,0,6,8,0,0,12,17,0,0,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,James Neesham,New Zealand,35,Batting Allrounder ,Left Handed Bat ,Right-arm fast-medium,12,76,104,14,22,65,77,10,709,1495,1105,92,1069,1496,761,93,137,97,48,22,33.76,28.21,20.09,10.22,66.33,99.94,145.21,98.93,88,128,85,6,11,38,55,2,2,3,7,2,4,7,0,0,2,0,0,0,0,0,0,0,1076,675,18,14,3.76,2448,2556,6,71,6.26,1051,1611,0,64,9.2,216,334,0,8,9.28
133,Colin de,New Zealand,40,Batting Allrounder ,Right Handed Bat ,Right-arm fast-medium,29,45,41,25,44,35,39,21,1432,742,503,303,1780,699,365,225,120,74,59,40,38.7,26.5,15.72,18.94,80.45,106.16,137.81,134.67,141,58,27,18,41,29,30,18,6,2,6,3,8,4,3,0,2,0,0,0,0,0,0,0,4054,1615,163,49,2.39,1548,1230,10,30,4.77,321,461,0,12,8.62,216,319,0,6,8.86
134,Mitchell Santner,New Zealand,34,Bowling Allrounder ,Left Handed Bat ,Left-arm orthodox,33,129,137,35,46,95,92,21,1089,1648,1108,136,2315,1789,848,123,126,67,77,22,24.75,27.02,20.52,17,47.05,92.12,130.67,110.57,121,117,90,9,32,53,43,6,4,3,6,1,4,3,2,0,1,0,0,0,0,0,0,0,5697,2716,189,80,2.86,6146,4870,30,139,4.75,2832,3387,3,142,7.18,687,860,0,30,7.51
135,Tom Latham,New Zealand,34,WK-Batsman ,Left Handed Bat ,Right-arm medium,95,171,29,0,171,158,26,0,6451,4664,597,0,13390,5519,545,0,264,145,65,0,39.1,34.04,27.14,0,48.18,84.51,109.55,0,722,390,51,0,22,62,11,0,15,14,1,0,31,27,4,0,17,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Tom Blundell,New Zealand,36,WK-Batsman ,Right Handed Bat ,Right-arm offbreak,48,12,9,0,79,12,8,0,2482,266,91,0,4612,307,94,0,186,68,30,0,34.47,29.56,15.17,0,53.82,86.65,96.81,0,297,28,10,0,19,2,0,0,6,0,0,0,12,2,0,0,6,0,0,0,0,0,0,0,18,13,0,0,4.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Trent Boult,New Zealand,37,Bowler ,Right Handed Bat ,Left-arm fast-medium,78,114,61,124,94,52,15,31,759,216,58,93,1264,279,64,85,52,21,16,17,15.81,9,8.29,9.3,60.05,77.42,90.63,109.42,82,20,3,5,30,7,2,4,13,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,17417,8717,655,317,3,6180,5146,76,211,5,1389,1779,4,83,7.68,2780,3935,11,145,8.49
138,Matt Henry,New Zealand,34,Bowler ,Right Handed Bat ,Right-arm fast-medium,35,95,42,9,49,38,14,2,676,270,47,7,895,290,50,10,72,48,12,5,15.72,10.38,5.88,3.5,75.54,93.11,94.00,70.00,91,22,4,1,21,11,1,0,11,7,3,0,4,0,0,0,0,0,0,0,0,0,0,0,7642,3959,267,152,3.11,4946,4298,61,172,5.21,863,1223,2,53,8.5,162,311,0,4,11.52
139,Tim Southee,New Zealand,37,Bowler ,Right Handed Bat ,Right-arm fast-medium,107,161,126,54,155,96,50,20,2245,742,303,120,2715,771,218,107,77,55,39,36,15.48,12.16,11.22,9.23,82.69,96.24,139.00,112.15,215,59,20,8,98,26,18,4,21,13,6,3,7,1,0,0,0,0,0,0,0,0,0,0,23490,11832,888,391,3.02,8075,7447,80,221,5.53,2753,3671,7,164,8,1206,1742,2,47,8.67
140,Ish Sodhi,New Zealand,33,Bowler ,Right Handed Bat ,Right-arm legbreak,21,54,141,8,31,26,43,2,561,210,242,7,1194,289,223,17,65,35,33,6,20.78,9.55,8.64,3.5,46.99,72.67,108.53,41.18,68,8,13,0,7,10,13,0,5,6,6,0,4,0,0,0,0,0,0,0,0,0,0,0,4043,2500,91,58,3.71,2557,2350,12,64,5.51,2792,3798,0,165,8.16,181,202,1,9,6.7
141,Lockie Ferguson,New Zealand,35,Bowler ,Right Handed Bat ,Right-arm fast,1,65,53,52,2,30,17,11,1,122,38,72,9,235,47,47,1,19,14,24,0,7.18,4.22,24,11.12,51.92,80.86,153.20,0,6,0,7,0,3,2,2,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,66,47,1,0,4.27,3300,3124,13,99,5.68,1109,1354,6,76,7.33,1089,1671,1,52,9.21
142,Finn Allen,New Zealand,27,Batsman ,Right Handed Bat,,0,22,61,11,0,21,61,11,0,582,1663,349,0,624,974,163,0,96,137,100,0,27.71,28.67,34.9,0,93.27,170.74,214.12,0,78,146,33,0,14,115,28,0,3,5,0,0,5,7,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Michael Bracewell,New Zealand,35,Batting Allrounder ,Left Handed Bat ,Right-arm offbreak,10,48,47,5,17,41,31,4,339,1042,434,58,594,969,324,47,74,140,61,26,21.19,35.93,19.73,29,57.08,107.54,133.96,123.41,44,87,36,6,2,44,17,1,1,1,4,0,1,3,2,0,0,2,0,0,0,0,0,0,1995,1198,52,25,3.6,1936,1591,10,46,4.93,624,771,1,35,7.41,66,95,0,6,8.64
144,Mark Chapman,New Zealand,32,Batsman ,Left Handed Bat ,Left-arm orthodox,0,37,112,0,0,33,95,0,0,1057,2074,0,0,1015,1528,0,0,132,104,0,0,36.45,25.93,0,0,104.14,135.74,0,0,97,176,0,0,37,83,0,0,3,6,0,0,5,10,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,99,0,4,7.07,0,0,0,0,0
145,Devon Conway,New Zealand,35,WK-Batsman ,Left Handed Bat ,Right-arm medium,36,43,69,29,67,42,63,28,2761,1692,1839,1080,5091,1926,1430,773,227,152,99,92,42.48,43.38,35.37,43.2,54.24,87.86,128.61,139.72,349,210,178,116,18,22,52,34,5,2,3,3,13,6,13,11,8,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Kyle Jamieson,New Zealand,31,Bowler ,Right Handed Bat ,Right-arm fast-medium,21,23,32,15,30,10,15,10,523,101,95,77,872,115,77,73,51,25,30,16,20.92,25.25,10.56,15.4,59.98,87.83,123.38,105.48,49,7,10,6,13,3,0,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3948,1821,199,90,2.77,1108,980,18,30,5.31,671,1073,2,30,9.59,300,506,1,16,10.12
147,Daryl Mitchell,New Zealand,35,Batting Allrounder ,Right Handed Bat ,Right-arm medium,39,62,103,15,62,57,90,15,2411,2811,1879,351,4542,2975,1337,267,190,137,72,63,43.05,57.37,26.84,27,53.09,94.49,140.54,131.47,235,230,129,28,43,72,72,10,2,0,2,0,16,13,8,2,6,9,0,0,0,0,0,0,805,410,32,4,3.06,339,335,1,14,5.93,115,212,0,9,11.06,48,97,0,1,12.13
148,William ORourke,New Zealand,25,Bowler ,Right Handed Bat ,Right-arm fast-medium,14,20,7,3,25,6,1,0,38,13,0,0,263,31,0,0,19,6,0,0,3.8,3.25,0,0,14.45,41.94,0,0,5,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2047,1203,76,49,3.53,982,922,5,27,5.63,162,188,0,7,6.96,62,132,0,6,12.77
149,Ajaz Patel,New Zealand,37,Bowler ,Left Handed Bat ,Left-arm orthodox,22,0,7,0,32,0,2,0,219,0,7,0,575,0,14,0,35,0,4,0,11.53,0,3.5,0,38.09,0,50.00,0,22,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5020,2623,159,91,3.14,0,0,0,0,0,156,118,0,11,4.54,0,0,0,0,0
150,Glenn Phillips,New Zealand,29,WK-Batsman ,Right Handed Bat ,Right-arm offbreak,19,47,96,14,33,39,85,13,956,1262,2285,132,1317,1223,1602,109,100,106,108,25,35.41,42.07,31.74,12,72.59,103.19,142.64,121.11,106,92,171,7,27,51,108,8,2,1,3,1,5,5,12,0,1,2,2,0,0,0,0,0,1722,1024,26,33,3.57,816,825,1,16,6.07,230,327,0,9,8.53,30,40,0,2,8
151,Rachin Ravindra,New Zealand,26,Batting Allrounder ,Left Handed Bat ,Left-arm orthodox,24,39,51,18,44,35,46,18,1865,1424,759,413,2901,1324,561,287,240,123,69,65,47.82,41.88,20.51,24.29,64.29,107.56,135.30,143.91,216,156,60,40,24,34,32,16,2,2,3,2,7,6,4,2,5,5,0,0,1,0,0,0,1050,527,34,11,3.01,979,951,2,21,5.83,390,454,1,26,6.98,12,7,0,0,3.5
152,Tim Robinson,New Zealand,24,Batsman ,Right Handed Bat ,Right-arm medium,0,3,31,0,0,3,28,0,0,48,665,0,0,47,486,0,0,35,106,0,0,16,26.6,0,0,102.13,136.84,0,0,7,58,0,0,0,26,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Tim Seifert,New Zealand,31,WK-Batsman ,Right Handed Bat,,0,4,89,6,0,3,84,6,0,59,2279,45,0,56,1557,41,0,26,97,21,0,19.67,31.22,7.5,0,105.36,146.38,109.76,0,3,213,6,0,2,110,1,0,0,5,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Will Young,New Zealand,33,Batsman ,Right Handed Bat ,Right-arm offbreak,23,63,20,0,41,63,19,0,1215,2050,344,0,2594,2424,338,0,89,120,56,0,31.97,35.34,18.11,0,46.84,84.58,101.78,0,153,228,35,0,5,29,10,0,1,7,0,0,11,12,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Fakhar Zaman,Pakistan,36,Batsman ,Left Handed Bat ,Left-arm orthodox,3,92,119,0,6,91,110,0,192,3861,2494,0,359,4145,1882,0,94,210,91,0,32,45.42,23.98,0,53.49,93.15,132.52,0,20,431,233,0,1,83,99,0,0,8,6,0,2,19,14,0,0,11,0,0,0,1,0,0,0,0,0,0,0,135,111,0,1,4.93,6,12,0,0,12,0,0,0,0,0
156,Imam,Pakistan,30,Batsman ,Left Handed Bat,,31,75,2,0,58,74,2,0,1865,3152,21,0,3904,3846,25,0,157,151,14,0,34.54,46.35,10.5,0,47.78,81.96,84.00,0,202,253,2,0,13,30,0,0,6,3,0,0,11,20,0,0,3,9,0,0,0,0,0,0,12,9,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Babar Azam,Pakistan,31,Batsman ,Right Handed Bat ,Right-arm offbreak,66,143,144,0,122,140,136,0,4771,6626,4596,0,8613,7652,3590,0,196,158,122,0,42.98,53.44,38.95,0,55.40,86.60,128.03,0,567,610,477,0,28,69,80,0,8,5,10,0,34,38,39,0,9,20,3,0,0,0,0,0,90,42,2,2,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Asif Ali,Pakistan,34,Batsman ,Right Handed Bat ,Right-arm medium,0,21,58,0,0,16,51,0,0,382,577,0,0,314,431,0,0,52,41,0,0,25.47,15.18,0,0,121.66,133.88,0,0,22,27,0,0,21,37,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Haris Sohail,Pakistan,37,Batting Allrounder ,Left Handed Bat ,Left-arm orthodox,16,45,14,0,27,44,13,0,847,1749,210,0,1936,2045,204,0,147,130,52,0,32.58,44.85,19.09,0,43.75,85.53,102.95,0,74,138,16,0,13,28,3,0,1,1,1,0,3,14,2,0,2,2,0,0,0,0,0,0,630,294,12,13,2.8,642,613,0,11,5.73,0,0,0,0,0,0,0,0,0,0
160,Mohammad Hafeez,Pakistan,45,Batting Allrounder ,Right Handed Bat ,Right-arm offbreak,55,218,119,8,105,216,108,8,3652,6614,2514,64,6520,8634,2060,83,224,140,99,16,37.65,32.91,26.46,9.14,56.02,76.61,122.04,77.11,455,664,251,7,28,110,76,2,8,19,7,0,12,38,14,0,10,11,0,0,1,0,0,0,4067,1808,118,53,2.67,7733,5401,48,139,4.19,1261,1388,3,61,6.6,60,68,0,2,6.8
161,Shoaib Malik,Pakistan,44,Batting Allrounder ,Right Handed Bat ,Right-arm offbreak,35,287,124,7,60,258,111,5,1898,7534,2435,52,4155,9199,1938,47,245,143,75,24,35.15,34.56,31.22,13,45.68,81.91,125.65,110.64,239,603,196,5,17,113,69,0,6,15,2,0,8,44,9,0,3,9,0,0,1,0,0,0,2712,1519,61,32,3.36,7958,6192,38,158,4.67,570,675,0,28,7.11,51,85,0,2,10
162,Shadab Khan,Pakistan,27,Bowling Allrounder ,Right Handed Bat ,Right-arm legbreak,6,73,123,0,11,46,69,0,300,955,1009,0,479,1143,700,0,56,86,52,0,33.33,28.09,19.4,0,62.64,83.56,144.15,0,38,54,73,0,0,22,50,0,0,3,6,0,3,5,1,0,0,0,0,0,0,0,0,0,954,513,19,14,3.23,3544,3098,13,87,5.24,2425,2991,3,123,7.4,0,0,0,0,0
163,Imad Wasim,Pakistan,37,Bowling Allrounder ,Left Handed Bat ,Left-arm orthodox,0,55,75,0,0,40,50,0,0,986,554,0,0,894,426,0,0,63,64,0,0,42.87,15.83,0,0,110.30,130.05,0,0,91,55,0,0,19,12,0,0,1,6,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403,1957,8,44,4.89,1536,1588,4,73,6.2,0,0,0,0,0
164,Sarfaraz Ahmed,Pakistan,39,WK-Batsman ,Right Handed Bat,,54,117,61,0,95,91,42,0,3031,2315,818,0,4320,2635,653,0,118,105,89,0,36.96,33.55,27.27,0,70.17,87.86,125.27,0,309,174,79,0,9,12,15,0,4,1,2,0,21,11,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,12,15,0,0,7.5,0,0,0,0,0,0,0,0,0,0
165,Wahab Riaz,Pakistan,41,Bowler ,Right Handed Bat ,Left-arm fast,27,91,36,0,41,66,18,0,306,740,154,0,727,849,123,0,39,54,30,0,8.5,14.51,12.83,0,42.10,87.17,125.21,0,32,55,10,0,5,30,7,0,9,12,2,0,0,3,0,0,0,0,0,0,0,0,0,0,5018,2864,118,83,3.42,4327,4117,20,120,5.71,710,971,2,34,8.21,0,0,0,0,0
166,Shaheen Afridi,Pakistan,26,Bowler ,Left Handed Bat ,Left-arm fast-medium,34,77,103,0,47,44,42,0,269,332,345,0,628,392,274,0,29,37,33,0,7.27,13.28,14.38,0,42.84,84.70,125.92,0,34,28,19,0,5,13,25,0,13,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6684,3545,221,126,3.18,3859,3578,32,146,5.56,2223,2904,3,136,7.84,0,0,0,0,0
167,Hasan Ali,Pakistan,32,Bowler ,Right Handed Bat ,Right-arm fast-medium,27,68,57,0,44,39,22,0,407,383,147,0,590,330,86,0,30,59,23,0,11.31,13.68,13.36,0,68.99,116.07,170.94,0,38,28,7,0,20,24,12,0,8,5,4,0,0,2,0,0,0,0,0,0,0,0,0,0,4825,2472,176,88,3.07,3286,3179,18,102,5.8,1155,1678,5,72,8.72,0,0,0,0,0
168,Mohammad Hasnain,Pakistan,26,Bowler ,Right Handed Bat ,Right-arm fast-medium,0,15,28,0,0,7,12,0,0,53,24,0,0,34,26,0,0,28,8,0,0,17.67,24,0,0,155.89,92.31,0,0,9,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,755,6,17,6.31,618,877,0,25,8.51,0,0,0,0,0
169,Mohammad Amir,Pakistan,34,Bowler ,Left Handed Bat ,Left-arm fast-medium,36,61,62,0,67,30,17,0,751,363,65,0,1980,444,76,0,48,73,21,0,13.41,18.15,7.22,0,37.93,81.76,85.53,0,91,32,3,0,3,8,3,0,7,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,7619,3627,291,119,2.86,3013,2400,34,81,4.78,1321,1558,6,71,7.08,0,0,0,0,0
170,Aamer Jamal,Pakistan,30,Bowling Allrounder ,Right Handed Bat ,Right-arm fast-medium,9,3,6,0,17,2,5,0,355,5,88,0,631,9,49,0,82,5,41,0,23.67,0,22,0,56.26,55.56,179.60,0,40,1,5,0,6,0,7,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1043,810,10,23,4.66,96,85,2,3,5.31,101,187,0,2,11.11,0,0,0,0,0
171,Abrar Ahmed,Pakistan,28,Bowler ,Right Handed Bat ,Right-arm legbreak,10,19,38,0,15,9,9,0,68,28,4,0,120,29,12,0,17,23,2,0,8.5,14,1.33,0,56.67,96.56,33.34,0,8,5,0,0,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2631,1580,59,46,3.6,1044,753,11,35,4.33,812,903,1,52,6.67,0,0,0,0,0
172,Salman Agha,Pakistan,32,Batting Allrounder ,Right Handed Bat ,Right-arm offbreak,28,53,51,0,53,45,48,0,1708,1566,916,0,2780,1637,744,0,132,134,76,0,36.34,42.32,22.9,0,61.44,95.67,123.12,0,185,138,80,0,17,29,32,0,4,0,4,0,12,9,6,0,3,3,0,0,0,0,0,0,1946,1223,30,20,3.77,1102,1065,0,20,5.8,120,152,0,6,7.6,0,0,0,0,0
173,Azam Khan,Pakistan,28,WK-Batsman ,Right Handed Bat,,0,0,14,0,0,0,13,0,0,0,88,0,0,0,66,0,0,0,30,0,0,0,8.8,0,0,0,133.34,0,0,0,6,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Faheem Ashraf,Pakistan,32,Bowling Allrounder ,Left Handed Bat ,Right-arm medium,17,45,84,0,27,31,59,0,687,410,595,0,1268,479,433,0,91,73,51,0,26.42,14.64,13.52,0,54.18,85.60,137.42,0,100,36,40,0,3,13,33,0,4,2,6,0,4,1,1,0,0,0,0,0,0,0,0,0,1908,991,79,25,3.12,1726,1508,9,33,5.24,1173,1540,1,61,7.88,0,0,0,0,0
175,Haris Rauf,Pakistan,32,Bowler ,Right Handed Bat ,Right-arm fast,1,59,94,0,2,24,31,0,12,108,143,0,34,144,121,0,12,35,34,0,6,6.75,8.41,0,35.30,75.00,118.19,0,0,6,8,0,0,9,9,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,78,78,1,1,6,2850,2750,18,107,5.79,2009,2806,2,133,8.38,0,0,0,0,0
176,Iftikhar Ahmed,Pakistan,36,Batting Allrounder ,Right Handed Bat ,Right-arm offbreak,4,28,66,0,6,24,55,0,61,614,998,0,143,576,773,0,27,109,62,0,12.2,38.38,24.34,0,42.66,106.60,129.11,0,5,52,67,0,0,20,44,0,1,0,2,0,0,1,4,0,0,1,0,0,0,0,0,0,206,161,1,1,4.69,796,742,4,16,5.59,295,349,0,8,7.1,0,0,0,0,0
177,Irfan Khan,Pakistan,23,Batting Allrounder ,Right Handed Bat ,Right-arm fast-medium,0,9,14,0,0,6,11,0,0,48,189,0,0,74,140,0,0,22,37,0,0,8,27,0,0,64.87,135.00,0,0,3,20,0,0,1,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,51,0,3,10.2,0,0,0,0,0,0,0,0,0,0
178,Kamran Ghulam,Pakistan,30,Batting Allrounder ,Right Handed Bat ,Left-arm orthodox,6,10,0,0,11,7,0,0,312,210,0,0,552,212,0,0,118,103,0,0,28.36,30,0,0,56.53,99.06,0,0,39,19,0,0,2,9,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,18,16,0,0,5.33,24,16,0,1,4,0,0,0,0,0,0,0,0,0,0
179,Khushdil Shah,Pakistan,31,Batting Allrounder ,Left Handed Bat ,Left-arm orthodox,0,15,38,0,0,12,33,0,0,328,434,0,0,334,417,0,0,69,36,0,0,32.8,17.36,0,0,98.21,104.08,0,0,25,27,0,0,10,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,332,0,4,6.09,108,128,0,6,7.11,0,0,0,0,0
180,Mohammad Abbas,Pakistan,36,Bowler ,Right Handed Bat ,Right-arm fast-medium,33,3,0,0,52,0,0,0,240,0,0,0,907,0,0,0,42,0,0,0,8.57,0,0,0,26.47,0,0,0,29,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6915,2971,312,131,2.58,162,153,0,1,5.67,0,0,0,0,0,0,0,0,0,0
181,Mohammad Rizwan,Pakistan,34,WK-Batsman ,Right Handed Bat,,47,103,106,0,80,94,93,0,2682,2979,3414,0,4933,3519,2723,0,171,131,104,0,37.77,40.81,46.77,0,54.37,84.66,125.38,0,276,254,286,0,18,37,95,0,4,3,5,0,14,19,30,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Naseem Shah,Pakistan,23,Bowler ,Right Handed Bat ,Right-arm fast,20,34,37,0,27,18,14,0,144,224,62,0,457,253,57,0,33,51,16,0,7.58,22.4,6.89,0,31.51,88.54,108.78,0,15,13,6,0,8,12,3,0,5,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3411,2108,85,60,3.71,1701,1555,7,60,5.49,780,1057,0,32,8.13,0,0,0,0,0
183,Saud Shakeel,Pakistan,31,Batting Allrounder ,Left Handed Bat ,Left-arm orthodox,26,19,0,0,50,16,0,0,2006,408,0,0,3967,478,0,0,208,68,0,0,42.68,27.2,0,0,50.57,85.36,0,0,211,45,0,0,4,1,0,0,4,0,0,0,11,4,0,0,4,0,0,0,1,0,0,0,49,70,0,0,8.57,47,37,0,1,4.72,0,0,0,0,0,0,0,0,0,0
184,Shan Masood,Pakistan,36,Batsman ,Left Handed Bat ,Right-arm medium,50,9,19,0,96,9,17,0,2926,163,396,0,5561,234,324,0,156,50,66,0,30.8,18.11,30.46,0,52.62,69.66,122.23,0,288,19,30,0,25,0,7,0,9,2,2,0,15,1,3,0,7,0,0,0,0,0,0,0,144,92,6,2,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Asghar Afghan,Afghanistan,38,Batsman ,Right Handed Bat ,Right-arm fast-medium,6,114,75,0,10,108,68,0,440,2424,1382,0,771,3631,1247,0,164,101,62,0,44,24.48,21.94,0,57.07,66.76,110.83,0,37,163,87,0,11,65,69,0,1,7,5,0,3,12,4,0,1,1,0,0,0,0,0,0,18,17,0,0,5.67,139,91,1,3,3.93,4,4,0,1,0,0,0,0,0,0
186,Hashmatullah Shahidi,Afghanistan,31,Batsman ,Left Handed Bat ,Right-arm offbreak,12,100,6,0,23,98,4,0,796,2681,48,0,1687,3904,55,0,246,102,36,0,41.89,33.94,24,0,47.19,68.68,87.28,0,92,233,5,0,1,16,0,0,0,6,0,0,2,22,0,0,2,1,0,0,2,0,0,0,264,164,1,1,3.73,84,90,1,0,6.43,0,0,0,0,0,0,0,0,0,0
187,Hazratullah Zazai,Afghanistan,28,Batsman ,Left Handed Bat ,Left-arm orthodox,0,16,45,0,0,16,45,0,0,361,1161,0,0,409,874,0,0,67,162,0,0,22.56,27.64,0,0,88.27,132.84,0,0,38,110,0,0,17,66,0,0,1,3,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Najibullah Zadran,Afghanistan,33,Batsman ,Left Handed Bat ,Right-arm offbreak,0,92,107,0,0,84,95,0,0,2060,1830,0,0,2312,1328,0,0,104,73,0,0,29.01,29.05,0,0,89.11,137.81,0,0,178,126,0,0,68,97,0,0,4,7,0,0,15,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,6,0,0,0,0,0,0,0,0,0,0
189,Noor Ali,Afghanistan,38,Batsman ,Right Handed Bat ,Right-arm fast-medium,2,51,22,0,4,50,23,0,117,1216,597,0,281,1924,586,0,47,114,63,0,29.25,24.32,27.14,0,41.64,63.21,101.88,0,14,132,55,0,0,4,9,0,0,4,1,0,0,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Rahmat Shah,Afghanistan,33,Batsman ,Right Handed Bat ,Right-arm legbreak,12,132,1,0,23,127,1,0,1043,4301,3,0,1971,5951,6,0,234,143,3,0,45.35,35.55,3,0,52.92,72.28,50.00,0,126,373,0,0,8,42,0,0,4,5,0,0,6,33,0,0,3,6,0,0,1,0,0,0,84,53,1,1,3.79,543,532,2,15,5.88,0,0,0,0,0,0,0,0,0,0
191,Gulbadin Naib,Afghanistan,35,Batting Allrounder ,Right Handed Bat ,Right-arm fast-medium,0,89,85,2,0,78,73,1,0,1332,1072,19,0,1767,877,15,0,82,63,19,0,19.88,20.23,19,0,75.39,122.24,126.67,0,115,78,1,0,33,49,1,0,7,8,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2883,2675,12,74,5.57,697,925,1,35,7.96,6,12,0,0,12
