,Name,Country,Age,Role,Batting style,Bowling style,Test Matches,ODI Matches,T20 Matches,Ipl Matches,Test Innings,ODI Innings,T20 Innings,IPL Innings,Test Runs,ODI Runs,T20 Runs,IPL Runs,Test Balls,ODI Balls,T20 Balls,IPL Balls,Test Highest,ODI Highest,T20 Highest,IPL Highest,Test Average,ODI Average,T20 Average,IPL Average,Test Strikerate,ODI Strikerate,T20 Strikerate,IPL Strikerate,Test Fours,ODI Fours,T20 Fours,IPL Fours,Test Sixes,ODI Sixes,T20 Sixes,IPL Sixes,Test Ducks,ODI Ducks,T20 Ducks,IPL Ducks,Test 50s,ODI 50S,T20 50s,IPL 50s,Test 100s,ODI 100s,T20 100s,IPL 100s,Test 200s,ODI 200s,T20 200s,IPL 200s,Test bowl balls,Test bowl runs,Test Maidens,Test Wickets,Test Economy,ODI bowl balls,ODI bowl runs,ODI Maidens,ODI Wickets,ODI Economy,T20 bowl balls,T20 bowl runs,T20 Maidens,T20 Wickets,T20 Economy,IPL bowl balls,IPL bowl runs,IPL Maidens,IPL Wickets,IPL Economy
0,Sachin Tendulkar,India,53,Batsman ,Right Handed Bat ,Right-arm legbreak,200,463,1,78,329,452,1,78,15921,18426,10,2334,29437,21367,12,1948,248,200,10,100,53.79,44.83,10,33.83,54.09,86.24,83.34,119.82,2058,2016,2,295,69,195,0,29,14,20,0,4,68,96,0,13,51,49,0,1,6,1,0,0,4240,2492,83,46,3.53,8054,6850,24,154,5.1,15,12,0,1,4.8,36,58,0,0,9.67
1,Virender Sehwag,India,47,Batsman ,Right Handed Bat ,Right-arm offbreak,104,251,19,104,180,245,18,104,8586,8273,394,2728,10441,7929,271,1755,319,219,68,122,49.34,35.06,21.89,27.56,82.24,104.34,145.39,155.45,1233,1132,43,334,91,136,16,106,16,14,1,7,32,38,2,16,23,15,0,2,6,1,0,0,3731,1894,73,40,3.05,4392,3853,13,96,5.26,6,20,0,0,20,136,235,0,6,10.37
2,Rahul Dravid,India,53,Batsman ,Right Handed Bat ,Right-arm offbreak,164,344,1,89,286,318,1,82,13288,10889,31,2174,31258,15284,21,1882,270,153,31,75,52.31,39.17,31,28.23,42.52,71.25,147.62,115.52,1655,950,0,268,21,42,3,28,8,13,0,3,63,83,0,11,36,12,0,0,5,0,0,0,120,39,4,1,1.95,186,170,1,4,5.48,0,0,0,0,0,0,0,0,0,0
3,VVS Laxman,India,51,Batsman ,Right Handed Bat ,Right-arm offbreak,134,86,0,20,225,83,0,20,8781,2338,0,282,17785,3282,0,267,281,131,0,52,45.5,30.76,0,14.84,49.38,71.24,0,105.62,1135,222,0,33,5,4,0,5,15,3,0,4,56,10,0,1,17,6,0,0,2,0,0,0,324,126,12,2,2.33,42,40,0,0,5.71,0,0,0,0,0,0,0,0,0,0
4,Sourav Ganguly,India,53,Batsman ,Left Handed Bat ,Right-arm medium,113,311,0,59,188,300,0,56,7212,11363,0,1349,14070,15416,0,1263,239,183,0,91,42.18,40.73,0,25.45,51.26,73.71,0,106.81,900,1122,0,137,57,190,0,42,13,16,0,4,35,72,0,7,16,22,0,0,1,0,0,0,3117,1681,110,32,3.24,4561,3849,30,100,5.06,0,0,0,0,0,276,363,0,10,7.89
5,Shoaib Akhtar,Pakistan,50,Bowler ,Right Handed Bat ,Right-arm fast,46,163,15,3,67,84,6,1,544,394,21,2,1313,538,16,7,47,43,8,2,10.07,8.95,7,2,41.44,73.24,131.25,28.58,53,27,2,0,22,12,1,0,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8143,4574,237,178,3.37,7764,6169,99,247,4.77,318,432,3,19,8.15,42,54,0,5,7.71
6,Mohammad Sami,Pakistan,45,Bowler ,Right Handed Bat ,Right-arm fast,36,87,13,0,56,46,4,0,487,314,21,0,1582,490,30,0,49,46,8,0,11.6,11.63,21,0,30.79,64.09,70.00,0,53,16,2,0,4,10,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7499,4483,193,85,3.59,4284,3567,42,121,5,276,387,0,21,8.41,0,0,0,0,0
7,Shabbir Ahmed,Pakistan,50,Bowler ,Right Handed Bat ,Right-arm fast-medium,10,32,1,0,15,11,0,0,88,10,0,0,234,29,0,0,24,2,0,0,8.8,1.67,0,0,37.61,34.49,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2576,1175,97,51,2.74,1642,1192,25,33,4.36,12,19,0,0,9.5,0,0,0,0,0
8,Shoaib Malik,Pakistan,44,Batting Allrounder ,Right Handed Bat ,Right-arm offbreak,35,287,124,7,60,258,111,5,1898,7534,2435,52,4155,9199,1938,47,245,143,75,24,35.15,34.56,31.22,13,45.68,81.91,125.65,110.64,239,603,196,5,17,113,69,0,6,15,2,0,8,44,9,0,3,9,0,0,1,0,0,0,2712,1519,61,32,3.36,7958,6192,38,158,4.67,570,675,0,28,7.11,51,85,0,2,10
9,Mohammad Yousuf,Pakistan,51,Batsman ,Right Handed Bat ,Right-arm offbreak,90,288,3,0,156,273,3,0,7530,9720,50,0,14372,12942,43,0,223,141,26,0,52.29,41.72,16.67,0,52.40,75.11,116.28,0,957,785,5,0,51,90,1,0,11,15,0,0,33,64,0,0,24,15,0,0,4,0,0,0,6,3,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10,Inzamam,Pakistan,56,Batsman ,Right Handed Bat ,Left-arm orthodox,120,378,1,0,200,350,1,0,8830,11739,11,0,16345,15812,15,0,329,137,11,0,49.33,39.53,0,0,54.03,74.25,73.34,0,1105,971,0,0,48,144,1,0,15,20,0,0,46,83,0,0,25,10,0,0,2,0,0,0,9,8,0,0,5.33,58,64,1,3,6.62,0,0,0,0,0,0,0,0,0,0
11,Adam Gilchrist,Australia,54,WK-Batsman ,Left Handed Bat ,Right-arm offbreak,96,287,13,80,137,279,13,80,5570,9619,272,2069,6796,9922,192,1495,204,172,48,109,47.61,35.89,22.67,27.22,81.96,96.95,141.67,138.40,677,1162,27,239,100,149,13,92,14,19,0,7,26,55,0,11,17,16,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12,Ricky Ponting,Australia,51,Batsman ,Right Handed Bat ,Right-arm medium,168,375,17,10,287,365,16,9,13378,13704,401,91,22782,17046,302,128,257,164,98,28,51.85,42.04,28.64,10.11,58.73,80.40,132.79,71.10,1509,1231,41,5,73,162,11,2,17,20,2,3,62,82,2,0,41,30,0,0,6,0,0,0,587,276,24,5,2.82,150,104,0,3,4.16,0,0,0,0,0,0,0,0,0,0
13,Andrew Symonds,Australia,46,Batting Allrounder ,Right Handed Bat ,Right-arm medium,26,198,14,39,41,161,11,37,1462,5088,337,974,2256,5504,199,750,162,156,85,117,40.61,39.44,48.14,36.07,64.81,92.45,169.35,129.87,154,449,33,74,28,103,10,41,4,15,2,0,10,30,2,5,2,6,0,1,0,0,0,0,2094,896,81,24,2.57,5935,4955,30,133,5.01,185,277,0,8,8.98,527,674,0,20,7.67
14,Jason Gillespie,Australia,51,Bowler ,Right Handed Bat ,Right-arm fast,71,97,1,0,93,39,1,0,1218,289,24,0,3810,368,18,0,201,44,24,0,18.74,12.57,24,0,31.97,78.54,133.34,0,146,16,4,0,8,6,0,0,13,8,0,0,2,0,0,0,1,0,0,0,1,0,0,0,14234,6770,630,259,2.85,5144,3611,79,142,4.21,24,49,0,1,12.25,0,0,0,0,0
15,Glenn McGrath,Australia,56,Bowler ,Right Handed Bat ,Right-arm fast-medium,124,250,2,14,138,68,1,3,641,115,5,4,1570,236,12,5,61,11,5,4,7.37,3.83,5,4,40.83,48.73,41.67,80.00,51,7,0,1,1,0,0,0,35,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,29248,12186,1470,563,2.5,12970,8391,279,381,3.88,48,79,0,5,9.88,324,357,2,12,6.61
16,Brett Lee,Australia,49,Bowler ,Right Handed Bat ,Right-arm fast,76,221,25,38,90,110,12,19,1451,1176,101,124,2739,1407,71,97,64,59,43,25,20.15,17.82,16.83,12.4,52.98,83.59,142.26,127.84,182,69,9,8,18,35,4,8,14,16,2,1,5,3,0,0,0,0,0,0,0,0,0,0,16531,9554,547,310,3.47,11185,8877,142,380,4.76,545,714,0,28,7.86,875,1095,3,25,7.51
17,Marcus Trescothick,England,50,Batsman ,Left Handed Bat ,Right-arm medium,76,123,3,0,143,122,3,0,5825,4335,166,0,10685,5087,131,0,219,137,72,0,43.8,37.37,55.33,0,54.52,85.22,126.72,0,831,528,23,0,42,41,1,0,12,13,0,0,29,21,2,0,14,12,0,0,1,0,0,0,300,155,6,1,3.1,232,219,0,4,5.66,0,0,0,0,0,0,0,0,0,0
18,Stephen Fleming,New Zealand,53,Batsman ,Left Handed Bat,,111,280,5,10,189,269,5,10,7172,8037,110,196,15652,11242,85,165,274,134,38,45,40.07,32.41,22,21.78,45.83,71.50,129.42,118.79,917,823,20,27,26,63,0,3,16,17,0,1,46,49,0,0,9,8,0,0,3,0,0,0,0,0,0,0,0,29,28,0,1,5.79,0,0,0,0,0,0,0,0,0,0
19,Nathan Astle,New Zealand,54,Batting Allrounder ,Right Handed Bat ,Right-arm medium,81,223,4,0,137,217,4,0,4702,7090,74,0,9479,9760,67,0,222,145,40,0,36.73,34.93,24.67,0,49.61,72.65,110.45,0,612,720,7,0,39,86,2,0,11,19,0,0,24,41,0,0,11,16,0,0,1,0,0,0,5688,2143,317,51,2.26,4850,3809,28,99,4.71,41,50,0,4,7.32,0,0,0,0,0
20,Chris Cairns,New Zealand,55,Batting Allrounder ,Right Handed Bat ,Right-arm fast-medium,62,215,2,0,104,193,2,0,3320,4950,3,0,5815,5874,13,0,158,115,2,0,33.54,29.46,1.5,0,57.10,84.27,23.08,0,365,345,0,0,87,153,0,0,7,9,0,0,22,26,0,0,5,4,0,0,0,0,0,0,11698,6410,414,218,3.29,8168,6594,80,201,4.84,48,52,0,1,6.5,0,0,0,0,0
21,Hamish Marshall,New Zealand,47,Batsman ,Right Handed Bat ,Right-arm medium,13,66,3,0,19,62,3,0,652,1454,12,0,1378,1990,14,0,160,101,8,0,38.35,27.43,4,0,47.32,73.07,85.72,0,83,98,0,0,3,8,0,0,1,3,0,0,2,12,0,0,2,1,0,0,0,0,0,0,6,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Craig McMillan,New Zealand,49,Batsman ,Right Handed Bat ,Right-arm medium,55,197,8,0,91,183,7,0,3116,4707,187,0,5670,6198,117,0,142,117,57,0,38.47,28.19,31.17,0,54.96,75.95,159.83,0,367,373,8,0,54,84,14,0,7,9,0,0,19,28,1,0,6,3,0,0,0,0,0,0,2502,1257,101,28,3.01,1879,1717,7,49,5.48,0,0,0,0,0,0,0,0,0,0
23,Scott Styris,New Zealand,50,Batting Allrounder ,Right Handed Bat ,Right-arm medium,29,188,31,12,48,161,29,10,1586,4483,578,131,3089,5645,483,133,170,141,66,36,36.05,32.49,21.41,18.71,51.35,79.42,119.67,98.50,205,353,40,10,13,68,25,3,5,9,0,0,6,28,1,0,5,4,0,0,0,0,0,0,1960,1015,77,20,3.11,6114,4839,39,137,4.75,309,349,0,18,6.78,216,276,0,8,7.67
24,Jacob Oram,New Zealand,47,Bowling Allrounder ,Left Handed Bat ,Right-arm fast-medium,33,160,36,18,59,116,30,12,1780,2434,474,106,3533,2810,339,108,133,101,66,41,36.33,24.1,20.61,13.25,50.39,86.62,139.83,98.15,209,182,38,6,21,81,22,5,4,8,3,1,6,13,2,0,5,1,0,0,0,0,0,0,4964,1983,240,60,2.4,6911,5048,93,173,4.38,546,794,0,19,8.73,237,349,0,9,8.84
25,Andrew Flintoff,England,48,Bowling Allrounder ,Right Handed Bat ,Right-arm fast,79,141,7,3,130,122,7,3,3845,3394,76,62,6197,3821,60,53,167,123,31,24,31.78,32.02,12.67,31,62.05,88.83,126.67,116.99,513,308,7,5,82,93,2,2,17,9,1,0,26,18,0,0,5,3,0,0,0,0,0,0,14951,7410,507,226,2.97,5624,4121,67,169,4.4,150,161,0,5,6.44,66,105,0,2,9.55
26,Steve Harmison,England,47,Bowler ,Right Handed Bat ,Right-arm fast-medium,63,58,2,0,86,25,0,0,743,91,0,0,1299,141,0,0,49,18,0,0,11.79,8.27,0,0,57.20,64.54,0,0,97,3,0,0,10,0,0,0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13375,7192,431,226,3.23,2899,2481,29,76,5.13,39,42,0,1,6.46,0,0,0,0,0
27,Darren Gough,England,55,Bowler ,Right Handed Bat ,Right-arm fast-medium,58,159,2,0,86,87,0,0,855,609,0,0,1967,947,0,0,65,46,0,0,12.39,12.43,0,0,43.47,64.31,0,0,102,43,0,0,9,5,0,0,15,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11821,6503,369,229,3.3,8470,6209,120,235,4.4,41,49,0,3,7.17,0,0,0,0,0
28,Sir James,England,43,Bowler ,Left Handed Bat ,Right-arm fast-medium,188,194,19,0,265,79,4,0,1353,273,1,0,3432,560,2,0,81,28,1,0,8.96,7.58,1,0,39.43,48.75,50.00,0,184,23,0,0,3,0,0,0,34,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,40037,18627,1730,704,2.79,9584,7861,125,269,4.92,422,552,1,18,7.85,0,0,0,0,0
29,Paul Collingwood,England,49,Batsman ,Right Handed Bat ,Right-arm medium,68,197,36,8,115,181,33,7,4259,5092,583,203,9170,6614,459,156,206,120,79,75,40.56,35.36,18.81,40.6,46.45,76.99,127.02,130.13,470,365,38,9,24,74,24,13,6,7,3,0,20,26,3,3,10,5,0,0,1,0,0,0,1905,1018,51,17,3.21,5186,4293,14,111,4.97,234,347,0,16,8.9,89,101,0,5,6.81
30,Yuvraj Singh,India,44,Batting Allrounder ,Left Handed Bat ,Left-arm orthodox,40,304,58,132,62,278,51,126,1900,8701,1177,2750,3277,9924,863,2120,169,150,77,83,33.93,36.56,28.02,24.77,57.98,87.68,136.39,129.72,260,908,77,217,22,155,74,149,7,18,1,4,11,52,8,13,3,14,0,0,0,0,0,0,931,547,14,9,3.53,5048,4294,18,111,5.1,424,499,0,28,7.06,869,1077,0,36,7.44
31,Mohammad Kaif,India,45,Batsman ,Right Handed Bat ,Right-arm offbreak,13,125,0,29,22,110,0,22,624,2753,0,259,1548,3822,0,250,148,111,0,34,32.84,32.01,0,14.39,40.32,72.04,0,103.60,64,228,0,22,2,9,0,6,1,8,0,0,3,17,0,0,1,2,0,0,0,0,0,0,18,4,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Zaheer Khan,India,47,Bowler ,Right Handed Bat ,Left-arm fast-medium,92,200,17,100,127,101,4,32,1230,792,13,117,2381,1078,10,141,75,34,9,23,11.94,12,6.5,8.36,51.66,73.47,130.00,82.98,141,69,0,11,28,24,1,2,29,15,0,5,3,0,0,0,0,0,0,0,0,0,0,0,18785,10247,624,311,3.27,10097,8301,118,282,4.93,352,448,0,17,7.64,2200,2782,5,102,7.59
33,Irfan Pathan,India,41,Bowling Allrounder ,Left Handed Bat ,Left-arm fast-medium,29,120,24,103,40,87,14,82,1105,1544,172,1139,2076,1941,144,946,102,83,33,60,31.57,23.39,24.57,21.49,53.23,79.55,119.45,120.41,131,142,9,87,18,37,7,37,5,7,0,3,6,5,0,1,1,0,0,0,0,0,0,0,5884,3226,212,100,3.29,5855,5143,53,173,5.27,462,618,1,28,8.03,2043,2649,10,80,7.78
34,Parthiv Patel,India,41,WK-Batsman ,Left Handed Bat,,25,38,2,139,38,34,2,137,934,736,36,2848,1927,962,32,2358,71,95,26,81,31.13,23.74,18,22.6,48.47,76.51,112.50,120.79,126,79,4,365,1,7,1,49,4,2,0,13,6,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Harbhajan Singh,India,45,Bowler ,Right Handed Bat ,Right-arm offbreak,103,236,28,163,145,128,13,90,2225,1237,108,833,3432,1526,87,604,115,49,21,64,18.24,13.3,13.5,15.15,64.84,81.07,124.14,137.92,277,92,11,79,42,35,4,42,19,17,1,13,9,0,0,1,2,0,0,0,0,0,0,0,28580,13537,871,417,2.84,12479,8973,83,269,4.31,612,633,5,25,6.21,3416,4030,6,150,7.08
36,Kamran Akmal,Pakistan,44,WK-Batsman ,Right Handed Bat,,53,157,58,6,92,138,53,6,2648,3236,987,128,4197,3855,825,78,158,124,73,53,30.79,26.1,21,25.6,63.10,83.95,119.64,164.11,372,378,100,13,14,37,31,8,14,10,7,0,12,10,5,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Abdul Razzaq,Pakistan,46,Bowling Allrounder ,Right Handed Bat ,Right-arm fast-medium,46,265,32,0,77,228,29,0,1946,5080,393,0,4741,6252,337,0,134,112,46,0,28.2,29.71,20.68,0,41.05,81.26,116.62,0,230,382,21,0,23,124,21,0,4,14,2,0,7,23,0,0,3,3,0,0,0,0,0,0,7008,3694,219,100,3.16,10941,8564,107,269,4.7,339,395,2,20,6.99,0,0,0,0,0
38,Yasir Hameed,Pakistan,48,Batsman ,Right Handed Bat ,Right-arm offbreak,25,56,0,0,49,56,0,0,1491,2028,0,0,2588,3029,0,0,170,127,0,0,32.41,36.87,0,0,57.62,66.96,0,0,223,219,0,0,4,6,0,0,1,2,0,0,8,12,0,0,2,3,0,0,0,0,0,0,78,72,1,0,5.54,18,26,0,0,8.67,0,0,0,0,0,0,0,0,0,0
39,Taufeeq Umar,Pakistan,44,WK-Batsman ,Left Handed Bat ,Right-arm offbreak,44,22,0,0,83,22,0,0,2963,504,0,0,6626,895,0,0,236,81,0,0,37.99,24,0,0,44.72,56.32,0,0,404,51,0,0,4,2,0,0,6,0,0,0,14,3,0,0,7,0,0,0,1,0,0,0,78,44,2,0,3.38,72,85,0,1,7.08,0,0,0,0,0,0,0,0,0,0
40,Khurram Khan,United Arab Emirates,54,Batting Allrounder ,Left Handed Bat ,Left-arm orthodox,0,16,3,0,0,16,3,0,0,582,73,0,0,725,73,0,0,132,31,0,0,41.57,24.33,0,0,80.28,100.00,0,0,59,8,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,498,432,1,12,5.2,6,8,0,1,8,0,0,0,0,0
41,Arshad Ali,United Arab Emirates,50,Bowler ,Right Handed Bat,,0,4,0,0,0,4,0,0,0,54,0,0,0,102,0,0,0,41,0,0,0,13.5,0,0,0,52.95,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,105,0,1,6.18,0,0,0,0,0,0,0,0,0,0
42,Mohammad Tauqir,United Arab Emirates,54,Bowler ,Right Handed Bat ,Right-arm offbreak,0,11,3,0,0,9,2,0,0,95,4,0,0,164,6,0,0,55,4,0,0,13.57,4,0,0,57.93,66.67,0,0,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,383,1,9,4.68,42,55,1,0,7.86,0,0,0,0,0
43,Lakshmipathy Balaji,India,44,Bowler ,Right Handed Bat ,Right-arm fast-medium,8,30,5,73,9,16,0,15,51,120,0,36,126,152,0,49,31,21,0,15,5.67,12,0,4.5,40.48,78.95,0,73.47,5,8,0,2,1,3,0,1,4,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1756,1004,64,27,3.43,1447,1344,11,34,5.57,96,121,0,10,7.56,1513,2029,2,76,8.05
44,Anil Kumble,India,55,Bowler ,Right Handed Bat ,Right-arm legbreak,132,271,0,42,173,136,0,17,2506,938,0,35,6455,1536,0,47,110,26,0,8,17.65,10.54,0,11.67,38.83,61.07,0,74.47,302,57,0,3,9,6,0,0,17,18,0,0,5,0,0,0,1,0,0,0,0,0,0,0,40850,18355,1576,619,2.7,14496,10412,109,337,4.31,0,0,0,0,0,965,1058,1,45,6.58
45,Marvan Atapattu,Sri Lanka,55,Batsman ,Right Handed Bat ,Right-arm legbreak,90,268,2,0,156,259,1,0,5502,8529,5,0,12384,12594,8,0,249,132,5,0,38.48,37.57,5,0,44.43,67.73,62.50,0,685,734,0,0,4,15,0,0,22,13,0,0,17,59,0,0,16,11,0,0,6,0,0,0,48,24,0,1,3,51,41,0,0,4.82,0,0,0,0,0,0,0,0,0,0
46,Mahela Jayawardene,Sri Lanka,48,Batsman ,Right Handed Bat ,Right-arm medium,149,448,55,80,252,418,55,78,11814,12650,1493,1802,22959,16019,1121,1462,374,144,100,110,49.85,33.38,31.77,28.6,51.46,78.97,133.19,123.26,1387,1119,173,200,61,76,33,39,15,28,4,2,50,77,9,10,34,19,1,1,7,0,0,0,589,310,20,6,3.16,593,563,1,8,5.7,6,8,0,0,8,0,0,0,0,0
47,Sanath Jayasuriya,Sri Lanka,56,Batting Allrounder ,Left Handed Bat ,Left-arm orthodox,110,445,31,30,188,433,30,30,6973,13430,629,768,10683,14723,487,532,340,189,88,114,40.07,32.13,23.3,27.43,65.28,91.22,129.16,144.37,910,1500,76,84,59,270,23,39,15,34,4,2,31,68,4,4,14,28,0,1,3,0,0,0,8188,3366,323,98,2.47,14874,11871,45,323,4.79,371,456,0,19,7.37,294,390,1,13,7.96
48,Kumar Sangakkara,Sri Lanka,48,Batsman ,Left Handed Bat ,Right-arm offbreak,134,404,56,71,233,380,53,68,12400,14234,1382,1687,22882,18049,1156,1392,319,169,78,94,57.14,41.99,31.41,25.95,54.20,78.87,119.56,121.20,1491,1385,139,195,51,88,20,27,11,15,2,4,52,93,8,10,38,25,0,0,11,0,0,0,84,49,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Tillakaratne Dilshan,Sri Lanka,49,Batting Allrounder ,Right Handed Bat ,Right-arm offbreak,87,330,80,52,145,303,79,50,5492,10290,1889,1153,8379,11933,1568,1007,193,161,104,76,40.99,39.27,28.19,26.81,65.55,86.24,120.48,114.50,677,1111,223,140,24,56,33,24,14,11,10,6,23,47,13,9,16,22,1,0,0,0,0,0,3385,1710,83,39,3.03,5880,4778,22,106,4.88,258,313,0,9,7.28,271,366,0,5,8.1
50,Thilina Kandamby,Sri Lanka,43,Batsman ,Left Handed Bat ,Right-arm legbreak,0,39,5,0,0,36,4,0,0,870,13,0,0,1250,21,0,0,93,10,0,0,29,3.25,0,0,69.60,61.91,0,0,71,0,0,0,0,0,0,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,173,1,2,5.97,0,0,0,0,0,0,0,0,0,0
51,Upul Chandana,Sri Lanka,54,Bowler ,Right Handed Bat ,Right-arm legbreak,16,147,0,0,24,111,0,0,616,1627,0,0,1217,2229,0,0,92,89,0,0,26.78,17.31,0,0,50.62,73.00,0,0,77,108,0,0,6,22,0,0,0,8,0,0,2,5,0,0,0,0,0,0,0,0,0,0,2685,1535,64,37,3.43,6142,4818,20,151,4.71,0,0,0,0,0,0,0,0,0,0
52,Chaminda Vaas,Sri Lanka,52,Bowler ,Left Handed Bat ,Left-arm fast-medium,111,322,6,13,162,220,2,11,3089,2025,33,81,7033,2792,41,73,100,50,21,20,24.32,13.68,33,10.13,43.93,72.53,80.49,110.96,376,127,1,2,16,22,0,3,12,25,0,3,13,1,0,0,1,0,0,0,0,0,0,0,23438,10501,895,355,2.69,15775,11014,279,400,4.19,132,128,1,6,5.82,282,355,2,18,7.55
53,Nuwan Zoysa,Sri Lanka,48,Batsman ,Left Handed Bat ,Left-arm fast-medium,30,95,0,3,40,47,0,2,288,343,0,11,695,358,0,9,28,47,0,10,8.47,13.19,0,11,41.44,95.82,0,122.23,31,29,0,1,5,7,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4422,2157,160,64,2.93,4259,3213,61,108,4.53,0,0,0,0,0,66,99,0,2,9
54,Muthiah Muralidaran,Sri Lanka,54,Bowler ,Right Handed Bat ,Right-arm offbreak,133,350,12,66,164,162,2,9,1261,674,1,20,1794,869,5,30,67,33,1,6,11.68,6.81,0.5,3.33,70.29,77.57,20.00,66.67,146,50,0,1,29,12,0,0,33,25,1,2,1,0,0,0,0,0,0,0,0,0,0,0,44039,18180,1794,800,2.48,18811,12326,198,534,3.93,282,297,0,13,6.32,1524,1696,1,63,6.68
55,Lasith Malinga,Sri Lanka,42,Bowler ,Right Handed Bat ,Right-arm fast,30,226,84,122,37,120,33,25,275,567,136,88,619,761,161,99,64,56,27,17,11.46,6.83,6.48,5.5,44.43,74.51,84.48,88.89,36,45,9,6,6,21,5,5,9,26,8,6,1,1,0,0,0,0,0,0,0,0,0,0,5209,3349,112,101,3.86,10936,9759,103,338,5.35,1799,2225,1,107,7.42,2827,3365,8,170,7.14
56,Farveez Maharoof,Sri Lanka,41,Batting Allrounder ,Right Handed Bat ,Right-arm fast-medium,22,109,8,20,34,75,5,14,556,1113,33,177,1404,1294,43,123,72,69,13,39,18.53,19.53,8.25,17.7,39.61,86.02,76.75,143.91,67,89,0,12,3,25,1,9,1,3,1,2,3,2,0,0,0,0,0,0,0,0,0,0,2940,1631,107,25,3.33,4640,3789,50,135,4.9,162,199,0,7,7.37,420,520,0,27,7.43
57,Avishka Gunawardene,Sri Lanka,48,Batsman ,Left Handed Bat,,6,61,0,0,11,61,0,0,181,1708,0,0,323,2389,0,0,43,132,0,0,16.45,28.47,0,0,56.04,71.50,0,0,33,210,0,0,0,5,0,0,1,5,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Habibul Bashar,Bangladesh,53,Batsman ,Right Handed Bat ,Right-arm offbreak,50,111,0,0,99,105,0,0,3026,2168,0,0,5020,3586,0,0,113,78,0,0,30.88,21.68,0,0,60.28,60.46,0,0,401,183,0,0,4,10,0,0,7,18,0,0,24,14,0,0,3,0,0,0,0,0,0,0,282,217,1,0,4.62,175,142,0,1,4.87,0,0,0,0,0,0,0,0,0,0
59,Javed Omar,Bangladesh,49,Batsman ,Right Handed Bat ,Right-arm legbreak,40,59,0,0,80,59,0,0,1720,1312,0,0,4509,2528,0,0,119,85,0,0,22.05,23.85,0,0,38.15,51.90,0,0,240,139,0,0,1,5,0,0,5,2,0,0,8,10,0,0,1,0,0,0,0,0,0,0,6,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Rajin Saleh,Bangladesh,42,Batting Allrounder ,Right Handed Bat ,Right-arm offbreak,24,43,0,0,46,43,0,0,1141,1005,0,0,3182,1833,0,0,89,108,0,0,25.93,23.93,0,0,35.86,54.83,0,0,138,94,0,0,5,3,0,0,8,5,0,0,7,6,0,0,0,1,0,0,0,0,0,0,438,268,5,2,3.67,539,459,1,15,5.11,0,0,0,0,0,0,0,0,0,0
61,Mohammad Ashraful,Bangladesh,41,Batsman ,Right Handed Bat ,Right-arm legbreak,61,177,23,1,119,169,23,1,2737,3468,450,2,5940,4947,359,10,190,109,65,2,24.01,22.23,19.57,2,46.08,70.11,125.35,20.00,335,355,47,0,22,28,11,0,16,14,2,0,8,20,2,0,6,3,0,0,0,0,0,0,1733,1271,14,21,4.4,697,661,4,18,5.69,138,210,0,8,9.13,0,0,0,0,0
62,Alok Kapali,Bangladesh,42,Batsman ,Right Handed Bat ,Right-arm legbreak,17,69,7,0,34,66,7,0,584,1235,57,0,1201,1817,85,0,85,115,19,0,17.7,19.6,11.4,0,48.63,67.97,67.06,0,80,101,3,0,3,10,1,0,6,5,2,0,2,5,0,0,0,1,0,0,0,0,0,0,1103,709,15,6,3.86,1452,1255,8,24,5.19,30,35,0,2,7,0,0,0,0,0
