,Name,Country,Age,Role,Batting style,Bowling style,Test Matches,ODI Matches,T20 Matches,Ipl Matches,Test Innings,ODI Innings,T20 Innings,IPL Innings,Test Runs,ODI Runs,T20 Runs,IPL Runs,Test Balls,ODI Balls,T20 Balls,IPL Balls,Test Highest,ODI Highest,T20 Highest,IPL Highest,Test Average,ODI Average,T20 Average,IPL Average,Test Strikerate,ODI Strikerate,T20 Strikerate,IPL Strikerate,Test Fours,ODI Fours,T20 Fours,IPL Fours,Test Sixes,ODI Sixes,T20 Sixes,IPL Sixes,Test Ducks,ODI Ducks,T20 Ducks,IPL Ducks,Test 50s,ODI 50S,T20 50s,IPL 50s,Test 100s,ODI 100s,T20 100s,IPL 100s,Test 200s,ODI 200s,T20 200s,IPL 200s,Test bowl balls,Test bowl runs,Test Maidens,Test Wickets,Test Economy,ODI bowl balls,ODI bowl runs,ODI Maidens,ODI Wickets,ODI Economy,T20 bowl balls,T20 bowl runs,T20 Maidens,T20 Wickets,T20 Economy,IPL bowl balls,IPL bowl runs,IPL Maidens,IPL Wickets,IPL Economy
63,Khaled Mahmud,Bangladesh,54,Bowler ,Right Handed Bat ,Right-arm medium,12,77,0,0,23,72,0,0,266,991,0,0,455,1461,0,0,45,50,0,0,12.09,14.36,0,0,58.47,67.84,0,0,30,90,0,0,3,7,0,0,4,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1620,832,65,13,3.08,3385,2865,30,67,5.08,0,0,0,0,0,0,0,0,0,0
64,Khaled Mashud,Bangladesh,50,WK-Batsman ,Right Handed Bat,,44,126,0,0,84,110,0,0,1409,1818,0,0,4136,3315,0,0,103,71,0,0,19.04,21.9,0,0,34.07,54.85,0,0,147,124,0,0,1,5,0,0,11,8,0,0,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Mohammad Rafique,Bangladesh,55,Bowler ,Left Handed Bat ,Left-arm orthodox,33,125,1,0,63,106,1,0,1059,1191,13,0,1630,1663,5,0,111,77,13,0,18.58,13.38,13,0,64.97,71.62,260.00,0,110,110,3,0,34,29,0,0,8,15,0,0,4,2,0,0,1,0,0,0,0,0,0,0,8744,4076,301,100,2.8,6414,4739,63,125,4.43,24,22,0,1,5.5,0,0,0,0,0
66,Tapash Baisya,Bangladesh,43,Bowler ,Right Handed Bat ,Right-arm fast-medium,21,56,0,0,40,41,0,0,384,336,0,0,769,576,0,0,66,35,0,0,11.29,12,0,0,49.94,58.34,0,0,47,26,0,0,2,4,0,0,9,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3376,2137,93,36,3.8,2608,2452,18,59,5.64,0,0,0,0,0,0,0,0,0,0
67,Abdur Razzak,Bangladesh,43,Bowler ,Left Handed Bat ,Left-arm orthodox,13,153,34,1,22,97,20,1,248,779,41,0,382,1020,74,2,43,53,9,0,15.5,13.43,4.1,0,64.93,76.38,55.41,0.00,30,55,1,0,6,21,0,0,1,12,5,0,0,1,0,0,0,0,0,0,0,0,0,0,3015,1673,70,28,3.33,7965,6065,71,207,4.57,730,839,4,43,6.9,12,29,0,0,14.5
68,Imran Farhat,Pakistan,44,Batsman ,Left Handed Bat ,Right-arm legbreak,40,58,7,0,77,58,7,0,2400,1719,76,0,4970,2489,70,0,128,107,19,0,32,30.7,10.86,0,48.29,69.07,108.58,0,348,190,14,0,4,16,0,0,3,3,1,0,14,13,0,0,3,1,0,0,0,0,0,0,427,284,4,3,3.99,116,110,2,6,5.69,0,0,0,0,0,0,0,0,0,0
69,Younis Khan,Pakistan,48,Batsman ,Right Handed Bat ,Right-arm medium,118,265,25,1,213,255,23,1,10099,7249,442,3,19375,9628,364,7,313,144,51,3,52.06,31.25,22.1,3,52.13,75.30,121.43,42.86,1082,578,31,0,70,56,12,0,19,22,2,0,33,48,2,0,34,7,0,0,6,0,0,0,804,491,18,9,3.66,284,288,1,3,6.08,22,18,0,3,4.91,0,0,0,0,0
70,Imran Nazir,Pakistan,44,Batsman ,Right Handed Bat ,Right-arm legbreak,8,79,25,0,13,79,24,0,427,1895,500,0,730,2339,370,0,131,160,72,0,32.85,24.61,21.74,0,58.50,81.02,135.14,0,63,235,59,0,4,32,22,0,3,10,2,0,1,9,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,49,48,0,1,5.88,0,0,0,0,0,0,0,0,0,0
71,Danish Kaneria,Pakistan,45,Bowler ,Right Handed Bat ,Right-arm legbreak,61,18,0,0,84,10,0,0,360,12,0,0,743,22,0,0,29,6,0,0,7.06,6,0,0,48.46,54.55,0,0,46,1,0,0,3,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17697,9082,517,261,3.08,854,683,11,15,4.8,0,0,0,0,0,0,0,0,0,0
72,Shane Warne,Australia,52,Bowler ,Right Handed Bat ,Right-arm legbreak,145,194,0,55,199,107,0,29,3154,1018,0,198,5470,1413,0,214,99,55,0,34,17.33,13.05,0,9.9,57.66,72.05,0,92.53,353,60,0,14,37,13,0,6,34,10,0,7,12,1,0,0,0,0,0,0,0,0,0,0,40705,17995,1761,708,2.65,10642,7541,110,293,4.25,0,0,0,0,0,1194,1447,1,57,7.27
73,Damien Martyn,Australia,54,Batsman ,Right Handed Bat ,Right-arm medium,67,208,4,1,109,182,4,1,4406,5346,120,19,8569,6877,74,24,165,144,96,19,46.38,40.81,30,19,51.42,77.74,162.17,79.17,513,441,11,1,10,22,5,0,7,10,0,0,23,37,1,0,13,5,0,0,0,0,0,0,348,168,16,2,2.9,794,704,2,12,5.32,0,0,0,0,0,0,0,0,0,0
74,Michael Clarke,Australia,45,Batsman ,Right Handed Bat ,Left-arm orthodox,115,245,34,6,198,223,28,6,8643,7981,488,98,15456,10104,473,94,329,130,67,41,48.83,44.59,21.22,16.33,55.93,78.99,103.18,104.26,977,665,28,12,39,53,10,0,9,10,2,0,27,58,1,0,28,8,0,0,4,0,0,0,2435,1184,62,31,2.92,2585,2146,7,57,4.98,156,225,0,6,8.65,66,67,0,2,6.09
75,Brad Hogg,Australia,55,Bowler ,Left Handed Bat ,Left-arm wrist-spin,7,123,15,21,10,65,4,6,186,790,55,22,376,1004,39,22,79,71,41,13,26.57,20.26,13.75,7.33,49.47,78.69,141.03,100.00,14,41,3,1,2,5,3,0,0,9,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1524,933,40,17,3.67,5564,4188,37,156,4.52,294,373,1,7,7.61,458,570,1,23,7.47
76,Michael Kasprowicz,Australia,54,Bowler ,Right Handed Bat ,Right-arm fast-medium,38,43,2,0,54,13,1,0,445,74,3,0,966,89,5,0,25,28,3,0,10.6,18.5,0,0,46.07,83.15,60.00,0,46,6,0,0,3,1,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7140,3716,245,113,3.12,2225,1674,28,67,4.51,42,57,0,5,8.14,0,0,0,0,0
77,Shahid Afridi,Pakistan,46,Bowling Allrounder ,Right Handed Bat ,Right-arm legbreak,27,398,99,10,48,369,91,9,1716,8064,1416,81,1973,6892,944,46,156,124,54,33,36.51,23.58,17.92,10.13,86.98,117.01,150.00,176.09,220,729,103,7,52,351,73,6,6,30,8,1,8,39,4,0,5,6,0,0,0,0,0,0,3194,1709,69,48,3.21,17670,13631,76,395,4.63,2168,2396,4,98,6.63,180,225,0,9,7.5
78,Salman Butt,Pakistan,41,Batsman ,Left Handed Bat ,Right-arm offbreak,33,78,24,7,62,78,23,7,1889,2725,595,193,4002,3572,551,161,122,136,74,73,30.47,36.33,28.33,27.57,47.21,76.29,107.99,119.88,276,343,66,30,1,7,10,2,6,15,1,0,10,14,3,1,3,8,0,0,0,0,0,0,137,106,1,1,4.64,69,90,0,0,7.83,0,0,0,0,0,0,0,0,0,0
79,Dinesh Karthik,India,40,WK-Batsman ,Right Handed Bat,,26,94,60,257,42,79,48,234,1025,1752,686,4842,2080,2392,481,3577,129,79,55,97,25,30.21,26.38,26.32,49.28,73.25,142.62,135.37,134,176,71,466,4,15,28,161,4,6,3,18,7,9,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,0,0,18,0,0,0,0,0
80,Ajit Agarkar,India,48,Bowler ,Right Handed Bat ,Right-arm fast-medium,26,191,4,42,39,113,2,23,571,1269,15,179,1081,1574,11,154,109,95,14,39,16.79,14.59,7.5,17.9,52.83,80.63,136.37,116.24,83,103,2,13,3,22,0,5,9,10,0,1,0,3,0,0,1,0,0,0,0,0,0,0,4857,2745,168,58,3.39,9484,8021,100,288,5.07,63,85,1,3,8.1,782,1151,0,29,8.83
81,Matthew Hayden,Australia,54,Batsman ,Left Handed Bat ,Right-arm medium,103,161,9,32,184,155,9,32,8625,6133,308,1107,14349,7767,214,805,380,181,73,93,50.74,43.81,51.33,36.9,60.11,78.97,143.93,137.52,1049,636,37,121,82,87,13,44,14,9,0,1,29,36,4,8,30,10,0,0,2,0,0,0,54,40,0,0,4.44,6,18,0,0,18,0,0,0,0,0,0,0,0,0,0
82,Shane Watson,Australia,44,Batting Allrounder ,Right Handed Bat ,Right-arm fast-medium,59,190,58,145,109,169,56,141,3731,5757,1462,3874,7094,6365,1006,2809,176,185,124,117,35.2,40.54,29.24,30.99,52.60,90.45,145.33,137.92,484,570,115,376,31,131,83,190,6,12,3,7,24,33,10,21,4,9,1,4,0,0,0,0,5495,2526,238,75,2.76,6466,5342,36,168,4.96,930,1187,2,48,7.66,2029,2682,3,92,7.93
83,Brad Haddin,Australia,48,WK-Batsman ,Right Handed Bat,,66,126,34,1,112,115,29,1,3266,3121,402,18,5584,3706,351,11,169,110,47,18,32.99,31.53,17.48,18,58.49,84.22,114.53,163.64,362,296,30,2,54,71,13,1,8,2,2,0,18,16,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Michael Vaughan,England,51,Batsman ,Right Handed Bat ,Right-arm offbreak,82,86,2,0,147,83,2,0,5719,1982,27,0,11184,2898,22,0,197,90,27,0,41.44,27.15,13.5,0,51.14,68.40,122.73,0,742,204,4,0,22,13,0,0,9,9,1,0,18,16,0,0,18,0,0,0,0,0,0,0,978,561,21,6,3.44,796,649,2,16,4.89,0,0,0,0,0,0,0,0,0,0
85,Kabir Ali,England,45,Bowler ,Right Handed Bat ,Right-arm fast-medium,1,14,0,0,2,9,0,0,10,93,0,0,28,108,0,0,9,39,0,0,5,15.5,0,0,35.72,86.12,0,0,1,8,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,136,5,5,3.78,673,682,4,20,6.08,0,0,0,0,0,0,0,0,0,0
86,Ashley Giles,England,53,Bowler ,Right Handed Bat ,Left-arm orthodox,54,62,0,0,81,35,0,0,1421,385,0,0,3064,551,0,0,59,41,0,0,20.9,17.5,0,0,46.38,69.88,0,0,175,24,0,0,5,4,0,0,9,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12180,5806,397,143,2.86,2856,2069,17,55,4.35,0,0,0,0,0,0,0,0,0,0
87,Geraint Jones,England,49,WK-Batsman ,Right Handed Bat,,34,51,2,0,53,43,2,0,1172,861,33,0,2165,1116,25,0,100,80,19,0,23.92,24.6,33,0,54.14,77.16,132.00,0,155,74,5,0,12,14,0,0,2,1,0,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Vikram Solanki,England,50,Batsman ,Right Handed Bat ,Right-arm offbreak,0,51,3,0,0,46,3,0,0,1097,76,0,0,1504,61,0,0,106,43,0,0,26.76,25.33,0,0,72.94,124.60,0,0,135,10,0,0,7,1,0,0,2,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,111,105,0,1,5.68,0,0,0,0,0,0,0,0,0,0
89,Sir Andrew,England,49,Batsman ,Left Handed Bat ,Left-arm medium,100,127,4,0,178,126,4,0,7037,4205,73,0,14383,5194,64,0,177,158,33,0,40.91,35.34,18.25,0,48.93,80.96,114.07,0,867,454,9,0,10,25,0,0,15,9,1,0,27,27,0,0,21,6,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0
90,Tatenda Taibu,Zimbabwe,43,WK-Batsman ,Right Handed Bat ,Right-arm offbreak,28,150,17,3,54,137,15,3,1546,3393,254,31,3732,5020,250,26,153,107,45,15,30.31,29.25,28.22,10.33,41.43,67.59,101.60,119.24,182,235,19,3,7,32,2,0,5,16,2,0,12,22,0,0,1,2,0,0,0,0,0,0,48,27,1,1,3.38,84,61,1,2,4.36,24,41,0,0,10.25,0,0,0,0,0
91,Elton Chigumbura,Zimbabwe,40,Bowling Allrounder ,Right Handed Bat ,Right-arm medium,14,213,57,0,27,198,56,0,569,4340,893,0,1133,5423,637,0,88,117,54,0,21.07,25.23,19,0,50.23,80.03,140.19,0,67,343,61,0,6,106,53,0,6,17,6,0,4,19,3,0,0,2,0,0,0,0,0,0,1806,966,61,21,3.21,4339,4274,23,101,5.91,276,427,0,16,9.28,0,0,0,0,0
92,Stuart Matsikenyeri,Zimbabwe,43,Batting Allrounder ,Right Handed Bat ,Right-arm offbreak,8,113,10,0,16,110,10,0,351,2224,76,0,694,3072,82,0,57,90,32,0,23.4,22.02,7.6,0,50.58,72.40,92.69,0,46,209,6,0,3,18,3,0,0,8,2,0,2,13,0,0,0,0,0,0,0,0,0,0,483,345,6,2,4.29,920,778,2,16,5.07,16,23,0,0,8.63,0,0,0,0,0
93,Tawanda Mupariwa,Zimbabwe,41,Bowler ,Right Handed Bat ,Right-arm fast-medium,1,40,4,0,2,32,2,0,15,185,5,0,45,325,3,0,14,33,3,0,15,8.41,0,0,33.34,56.93,166.67,0,2,14,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,136,1,0,4,2019,1690,23,57,5.02,78,94,0,1,7.23,0,0,0,0,0
94,Mluleki Nkala,Zimbabwe,45,Bowler ,Right Handed Bat ,Right-arm fast-medium,10,50,1,0,15,35,1,0,187,324,1,0,452,526,3,0,47,47,1,0,14.38,10.8,1,0,41.38,61.60,33.34,0,23,22,0,0,1,4,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1452,727,53,11,3,1582,1570,8,22,5.95,0,0,0,0,0,0,0,0,0,0
95,Ed Rainsford,Zimbabwe,41,Bowler ,Right Handed Bat ,Right-arm fast-medium,0,39,2,0,0,23,1,0,0,55,1,0,0,134,2,0,0,9,1,0,0,5.5,0,0,0,41.05,50.00,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1907,1401,33,45,4.41,36,67,0,0,11.17,0,0,0,0,0
96,Vusi Sibanda,Zimbabwe,42,Batsman ,Right Handed Bat ,Right-arm medium,14,127,26,0,28,126,26,0,591,2994,511,0,1177,4716,503,0,93,116,59,0,21.11,24.54,20.44,0,50.22,63.49,101.60,0,86,329,52,0,6,35,11,0,3,14,3,0,2,21,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,267,265,1,3,5.96,0,0,0,0,0,0,0,0,0,0
97,Brendan Taylor,Zimbabwe,40,WK-Batsman ,Right Handed Bat ,Right-arm offbreak,36,207,59,0,71,205,57,0,2403,6704,1216,0,4300,8762,994,0,171,145,123,0,35.87,35.28,23.84,0,55.89,76.52,122.34,0,267,599,125,0,22,106,30,0,3,16,6,0,12,39,6,0,6,11,1,0,0,0,0,0,42,38,0,0,5.43,396,406,0,9,6.15,30,17,0,1,3.4,0,0,0,0,0
98,Prosper Utseya,Zimbabwe,41,Bowling Allrounder ,Right Handed Bat ,Right-arm offbreak,4,164,35,0,8,132,21,0,107,1406,95,0,229,2410,114,0,45,68,13,0,15.29,16.74,7.92,0,46.73,58.35,83.34,0,12,88,6,0,1,17,1,0,2,16,3,0,0,4,0,0,0,0,0,0,0,0,0,0,753,410,16,10,3.27,8571,6239,65,133,4.37,749,858,2,26,6.87,0,0,0,0,0
99,Mark Vermeulen,Zimbabwe,47,Batting Allrounder ,Right Handed Bat ,Right-arm offbreak,9,43,0,0,18,43,0,0,449,868,0,0,940,1227,0,0,118,92,0,0,24.94,21.7,0,0,47.77,70.75,0,0,58,110,0,0,2,2,0,0,3,4,0,0,2,6,0,0,1,0,0,0,0,0,0,0,6,5,0,0,5,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0
100,Aftab Ahmed,Bangladesh,40,Batsman ,Right Handed Bat ,Right-arm medium,16,85,11,0,31,85,11,0,582,1954,228,0,1173,2353,178,0,82,92,62,0,20.07,24.73,22.8,0,49.62,83.05,128.09,0,78,205,26,0,3,49,6,0,4,8,0,0,1,14,1,0,0,0,0,0,0,0,0,0,344,237,8,5,4.13,739,656,0,12,5.33,2,8,0,0,0,0,0,0,0,0
101,Nafees Iqbal,Bangladesh,40,Batsman ,Right Handed Bat ,Right-arm medium,11,16,0,0,22,16,0,0,518,309,0,0,1332,568,0,0,121,58,0,0,23.55,19.31,0,0,38.89,54.41,0,0,72,32,0,0,1,2,0,0,2,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Nazmul Hossain,Bangladesh,38,Bowler ,Right Handed Bat ,Right-arm fast-medium,2,38,4,0,4,21,2,0,16,35,3,0,21,128,15,0,8,6,3,0,8,4.38,0,0,76.20,27.35,20.00,0,2,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,194,10,5,3.54,1649,1386,23,44,5.04,42,67,0,1,9.57,0,0,0,0,0
103,Steve Tikolo,Kenya,54,Batting Allrounder ,Right Handed Bat,,0,135,15,0,0,130,15,0,0,3428,345,0,0,4524,281,0,0,111,56,0,0,29.05,28.75,0,0,75.78,122.78,0,0,353,46,0,0,33,6,0,0,13,3,0,0,24,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4016,3215,23,94,4.8,170,168,0,12,5.93,0,0,0,0,0
104,Ragheb Aga,Kenya,41,Bowling Allrounder ,Right Handed Bat ,Right-arm fast-medium,0,12,20,0,0,9,18,0,0,150,213,0,0,210,196,0,0,86,52,0,0,16.67,13.31,0,0,71.43,108.68,0,0,16,15,0,0,0,5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,330,2,8,4.85,288,306,1,15,6.38,0,0,0,0,0
105,Hitesh Modi,Kenya,54,Batsman ,Left Handed Bat ,Right-arm offbreak,0,63,0,0,0,56,0,0,0,1109,0,0,0,1906,0,0,0,78,0,0,0,23.6,0,0,0,58.19,0,0,0,94,0,0,0,3,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,1,0,8.53,0,0,0,0,0,0,0,0,0,0
106,Thomas Odoyo,Kenya,48,Bowling Allrounder ,Right Handed Bat ,Right-arm fast-medium,0,136,11,0,0,119,10,0,0,2420,95,0,0,3438,119,0,0,111,22,0,0,23.5,9.5,0,0,70.39,79.84,0,0,193,6,0,0,57,2,0,0,13,1,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5649,4335,77,145,4.6,216,170,0,11,4.72,0,0,0,0,0
107,Peter Ongondo,Kenya,49,Bowler ,Right Handed Bat ,Right-arm fast-medium,0,79,8,0,0,62,6,0,0,391,28,0,0,621,23,0,0,36,16,0,0,9.09,4.67,0,0,62.97,121.74,0,0,24,1,0,0,10,2,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3102,2350,51,78,4.55,156,177,1,5,6.81,0,0,0,0,0
108,Lameck Onyango,Kenya,52,Bowler ,Right Handed Bat ,Right-arm medium,0,29,5,0,0,18,4,0,0,144,17,0,0,188,21,0,0,34,5,0,0,13.09,8.5,0,0,76.60,80.96,0,0,12,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,981,9,26,5.92,78,128,0,4,9.85,0,0,0,0,0
109,Kennedy Otieno,Kenya,54,Bowler ,Right Handed Bat,,0,90,4,0,0,87,4,0,0,2016,74,0,0,3561,79,0,0,144,40,0,0,23.44,18.5,0,0,56.62,93.68,0,0,202,5,0,0,31,2,0,0,12,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,5,0,0,0,0,0,0,0,0,0,0
110,Morris Ouma,Kenya,43,WK-Batsman ,Right Handed Bat,,0,80,22,0,0,77,19,0,0,1501,127,0,0,2520,160,0,0,61,19,0,0,20.85,7.06,0,0,59.57,79.38,0,0,139,15,0,0,5,1,0,0,6,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Malhar Patel,Kenya,42,Batting Allrounder ,Right Handed Bat,,0,3,0,0,0,3,0,0,0,40,0,0,0,95,0,0,0,25,0,0,0,13.33,0,0,0,42.11,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Ravi Shah,Kenya,53,Batting Allrounder ,Right Handed Bat ,Right-arm fast-medium,0,56,0,0,0,55,0,0,0,1506,0,0,0,2298,0,0,0,113,0,0,0,27.89,0,0,0,65.54,0,0,0,180,0,0,0,10,0,0,0,5,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,72,0,0,7.2,0,0,0,0,0,0,0,0,0,0
113,Tony Suji,Kenya,50,Batting Allrounder ,Right Handed Bat ,Right-arm medium,0,60,8,0,0,46,5,0,0,506,15,0,0,977,29,0,0,67,7,0,0,12.97,5,0,0,51.80,51.73,0,0,46,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295,1175,12,21,5.44,97,116,1,4,7.18,0,0,0,0,0
114,Brendon McCullum,New Zealand,44,WK-Batsman ,Right Handed Bat,,101,260,71,109,176,228,70,109,6453,6083,2140,2880,9989,6312,1571,2186,302,166,123,158,38.64,30.42,35.67,27.69,64.61,96.38,136.22,131.75,776,577,199,293,107,200,91,130,14,20,3,6,31,32,13,13,12,5,2,2,4,0,0,0,175,88,5,1,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Kyle Mills,New Zealand,47,Bowler ,Right Handed Bat ,Right-arm fast-medium,19,170,42,0,30,101,19,0,289,1047,137,0,749,1282,123,0,57,54,33,0,11.56,15.63,11.42,0,38.59,81.67,111.39,0,37,76,11,0,3,38,5,0,5,8,4,0,1,2,0,0,0,0,0,0,0,0,0,0,2902,1453,118,44,3,8230,6485,127,240,4.73,897,1228,1,43,8.21,0,0,0,0,0
116,Michael Papps,New Zealand,46,Batsman ,Right Handed Bat,,8,6,0,0,16,6,0,0,246,207,0,0,696,342,0,0,86,92,0,0,16.4,41.4,0,0,35.35,60.53,0,0,37,24,0,0,0,0,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Daryl Tuffey,New Zealand,47,Batsman ,Right Handed Bat ,Right-arm fast-medium,26,94,3,0,36,52,2,0,427,295,5,0,1004,372,5,0,80,36,5,0,16.42,9.52,5,0,42.53,79.31,100.00,0,46,23,1,0,4,7,0,0,6,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4877,2445,209,77,3.01,4333,3534,70,110,4.89,60,93,0,3,9.3,0,0,0,0,0
118,Daniel Vettori,New Zealand,47,Bowling Allrounder ,Left Handed Bat ,Left-arm orthodox,113,295,34,34,174,187,22,15,4531,2253,205,90,7787,2715,190,90,140,83,38,29,30.01,17.33,12.81,11.25,58.19,82.99,107.90,100.00,557,175,14,7,17,15,2,2,20,23,3,1,23,4,0,0,6,0,0,0,0,0,0,0,28814,12441,1200,362,2.59,14060,9674,99,305,4.13,787,748,1,38,5.7,777,879,0,28,6.79
119,Azhar Mahmood,Pakistan,51,Bowling Allrounder ,Right Handed Bat ,Right-arm fast-medium,21,143,0,23,34,110,0,21,900,1521,0,388,1772,1988,0,303,136,67,0,80,30,18.11,0,20.42,50.80,76.51,0,128.06,113,119,0,39,5,24,0,13,5,9,0,2,1,3,0,2,3,0,0,0,0,0,0,0,3015,1402,111,39,2.79,6242,4813,58,123,4.63,0,0,0,0,0,537,700,0,29,7.82
120,Graeme Smith,South Africa,45,Batsman ,Left Handed Bat ,Right-arm offbreak,117,197,33,29,205,194,33,29,9265,6989,982,739,15525,8648,770,668,277,141,89,91,47.76,37.78,31.68,28.42,59.68,80.82,127.54,110.63,1165,789,123,94,24,44,26,9,11,8,1,3,38,47,5,4,27,10,0,0,5,0,0,0,1418,885,28,8,3.74,1026,951,0,18,5.56,24,57,0,0,14.25,0,0,0,0,0
121,Mark Boucher,South Africa,49,WK-Batsman ,Right Handed Bat ,Right-arm medium,147,295,25,31,206,221,21,24,5515,4686,268,394,11005,5528,275,309,125,147,36,50,30.3,28.57,17.87,28.14,50.12,84.77,97.46,127.51,655,356,22,32,20,83,2,13,17,16,0,0,35,26,0,1,5,1,0,0,0,0,0,0,8,6,0,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Nicky Boje,South Africa,53,Batting Allrounder ,Left Handed Bat ,Left-arm orthodox,43,115,1,0,62,71,0,0,1312,1414,0,0,2715,1594,0,0,85,129,0,0,25.23,26.68,0,0,48.33,88.71,0,0,184,135,0,0,6,13,0,0,5,2,0,0,4,4,0,0,0,2,0,0,0,0,0,0,8620,4265,293,100,2.97,4541,3415,22,96,4.51,24,27,0,1,6.75,0,0,0,0,0
123,Jean,South Africa,42,Batting Allrounder ,Left Handed Bat ,Right-arm offbreak,46,199,81,83,74,179,75,77,2103,5117,1934,2029,4544,6050,1532,1636,166,150,96,78,32.86,36.81,38.68,39.78,46.29,84.58,126.25,124.03,251,347,138,126,13,75,71,79,9,7,6,1,8,27,11,14,6,4,0,0,0,0,0,0,2703,1601,48,42,3.55,3513,3143,9,69,5.37,463,599,0,21,7.76,678,834,0,23,7.38
124,Herschelle Gibbs,South Africa,52,Batsman ,Right Handed Bat,,90,248,23,36,154,240,23,36,6167,8094,400,886,12270,9721,318,807,228,175,90,69,41.67,35.81,18.18,27.69,50.27,83.27,125.79,109.79,887,930,45,83,47,128,12,31,11,22,4,4,26,37,3,6,14,21,0,0,2,0,0,0,6,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Jacques Kallis,South Africa,50,Batting Allrounder ,Right Handed Bat ,Right-arm fast-medium,166,328,25,98,280,314,23,96,13289,11579,666,2427,28903,15885,558,2222,224,139,73,89,55.37,44.36,35.05,28.55,45.98,72.90,119.36,109.23,1488,911,56,255,97,137,20,44,16,17,0,9,58,86,5,17,45,17,0,0,2,0,0,0,20232,9535,846,292,2.83,10750,8680,78,273,4.84,276,333,1,12,7.24,1742,2293,3,65,7.9
126,Charl Langeveldt,South Africa,51,Batsman ,Right Handed Bat ,Right-arm fast-medium,6,72,9,7,4,21,3,2,16,73,4,8,52,124,8,9,10,12,2,8,8,6.64,4,4,30.77,58.88,50.00,88.89,3,8,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,999,593,27,16,3.56,3489,2962,29,100,5.09,198,241,0,17,7.3,156,187,0,13,7.19
